view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,responses,stimulus,key_press,success_time,board_size,board_set,board_no,success
"[{"page_index":0,"viewing_time":628280},{"page_index":1,"viewing_time":21068198},{"page_index":2,"viewing_time":6279},{"page_index":3,"viewing_time":1600}]",21704357,instructions,0,21704357,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8668,survey-multi-choice,1,21713031,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":9361},{"page_index":1,"viewing_time":2463},{"page_index":2,"viewing_time":831}]",12655,instructions,2,21725686,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,15154,survey-likert,3,21740843,0.0-3.0,"{"Q0":2,"Q1":1,"Q2":2}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,34833,survey-likert,4,21775676,0.0-4.0,"{"Q0":2,"Q1":2,"Q2":3}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12340,survey-likert,5,21788018,0.0-5.0,"{"Q0":2,"Q1":2,"Q2":2}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,14815,survey-likert,6,21802833,0.0-6.0,"{"Q0":2,"Q1":0,"Q2":1}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12654,survey-likert,7,21815487,0.0-7.0,"{"Q0":2,"Q1":2,"Q2":0}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,31275,survey-likert,8,21846763,0.0-8.0,"{"Q0":1,"Q1":2,"Q2":1}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2500}]",2500,instructions,9,21849263,0.0-9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3068}]",3068,instructions,10,21852332,0.0-10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,19207,survey-likert,11,21871541,0.0-11.0,"{"Q0":1,"Q1":4,"Q2":2}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12266,survey-likert,12,21883807,0.0-12.0,"{"Q0":1,"Q1":1,"Q2":0}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5496,survey-multi-choice,13,21889304,0.0-13.0,"{"Q0":"Yes, I solve Sudoku regularly"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3874,survey-multi-choice,14,21893180,0.0-14.0-0.0,"{"Q0":"Rather good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,9106,survey-multi-choice,15,21902288,0.0-15.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2652,survey-multi-choice,16,21904941,0.0-17.0-0.0,"{"Q0":"Yes, I am a university student now"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7370,survey-text,17,21912311,0.0-18.0-0.0,"{"Q0":"Biochemistry"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2018,survey-multi-choice,18,21914331,0.0-19.0,"{"Q0":"18 - 25 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6008,survey-text,19,21920340,0.0-20.0,"{"Q0":"female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4702,survey-multi-choice,20,21925043,0.0-21.0,"{"Q0":"White"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":8520},{"page_index":1,"viewing_time":2932},{"page_index":2,"viewing_time":974},{"page_index":3,"viewing_time":3210},{"page_index":4,"viewing_time":1187},{"page_index":5,"viewing_time":14451}]",31274,instructions,21,21956318,0.0-22.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3791,html-keyboard-response,22,21960110,0.0-22.0-1.0,NULL,"Are you ready to solve a practice Sudoku? <br><br> Yes, I am ready! (Press C) <br><br> Not yet, I would like to read the rules once again, please! (Press R)",67,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":4311}]",4311,instructions,23,21964422,0.0-23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12137,survey-likert,24,21976561,0.0-24.0,"{"Q0":6}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":39264},{"page_index":1,"viewing_time":14887}]",54151,instructions,25,22030712,0.0-25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3476,image-keyboard-response,26,22034191,0.0-26.0,NULL,img/app1.png,68,NULL,NULL,NULL,NULL,NULL
NULL,1575,image-keyboard-response,27,22035768,0.0-27.0,NULL,img/app2.png,68,NULL,NULL,NULL,NULL,NULL
NULL,1139,image-keyboard-response,28,22036909,0.0-28.0,NULL,img/app3.png,68,NULL,NULL,NULL,NULL,NULL
NULL,1883,image-keyboard-response,29,22038795,0.0-29.0,NULL,img/app4.png,68,NULL,NULL,NULL,NULL,NULL
NULL,2304,image-keyboard-response,30,22041101,0.0-30.0,NULL,img/app5.png,68,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2614},{"page_index":1,"viewing_time":8392},{"page_index":2,"viewing_time":7769}]",18776,instructions,31,22059877,0.0-31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,sudoku_trial,32,22115044,0.0-32.0,NULL,NULL,NULL,55164,boards2x3,a,1,1
"[{"page_index":0,"viewing_time":1769},{"page_index":1,"viewing_time":1637}]",3407,instructions,33,22118451,0.0-33.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,28625,survey-likert,34,22147078,0.0-34.0,"{"Q0":1,"Q1":0,"Q2":8}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,13691,survey-likert,35,22160771,0.0-35.0,"{"Q0":8,"Q1":0,"Q2":0}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,9949,survey-likert,36,22170721,0.0-36.0,"{"Q0":7,"Q1":0,"Q2":1,"Q3":0}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3798}]",3799,instructions,37,22174520,0.0-37.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,11805,survey-likert,38,22186327,0.0-38.0,"{"Q0":8,"Q1":8,"Q2":1}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7066,survey-likert,39,22193394,0.0-39.0,"{"Q0":7,"Q1":8,"Q2":8}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2995}]",2996,instructions,40,22196391,0.0-40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5072,survey-likert,41,22201465,0.0-41.0,"{"Q0":7}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3338},{"page_index":1,"viewing_time":7837}]",11175,instructions,42,22212640,0.0-42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3759,image-keyboard-response,43,22216400,0.0-43.0,NULL,img/app6.png,68,NULL,NULL,NULL,NULL,NULL
NULL,1439,image-keyboard-response,44,22217840,0.0-44.0,NULL,img/app7.png,68,NULL,NULL,NULL,NULL,NULL
NULL,1000,image-keyboard-response,45,22218844,0.0-45.0,NULL,img/app8.png,68,NULL,NULL,NULL,NULL,NULL
NULL,913,image-keyboard-response,46,22219757,0.0-46.0,NULL,img/app9.png,68,NULL,NULL,NULL,NULL,NULL
NULL,3414,image-keyboard-response,47,22223172,0.0-47.0,NULL,img/app10.png,68,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1738}]",1738,instructions,48,22224911,0.0-48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,sudoku_trial,49,22266906,0.0-49.0,NULL,NULL,NULL,41994,boards2x3,b,4,1
NULL,NULL,sudoku_trial,50,22369930,0.0-50.0,NULL,NULL,NULL,103021,boards2x3,a,3,1
NULL,NULL,sudoku_trial,51,22407587,0.0-51.0,NULL,NULL,NULL,37656,boards2x3,c,3,1
NULL,NULL,sudoku_trial,52,22450351,0.0-52.0,NULL,NULL,NULL,42761,boards2x3,c,1,1
NULL,NULL,sudoku_trial,53,22498606,0.0-53.0,NULL,NULL,NULL,48253,boards2x3,b,2,1
NULL,NULL,sudoku_trial,54,22544863,0.0-54.0,NULL,NULL,NULL,46256,boards2x3,b,0,1
"[{"page_index":0,"viewing_time":3433},{"page_index":1,"viewing_time":3358}]",6791,instructions,55,22551654,0.0-55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
