view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,responses,stimulus,key_press,success_time,board_size,board_set,board_no,success,completed
NULL,5458,survey-multi-choice,10,61199,0.0-12.0,"{"Q0":"Semi- or unskilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3575,survey-text,11,64775,0.0-13.0,"{"Q0":"Male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2293,survey-multi-choice,12,67069,0.0-14.0,"{"Q0":"18 - 25 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2402},{"page_index":1,"viewing_time":5223},{"page_index":2,"viewing_time":1197},{"page_index":3,"viewing_time":807}]",9631,instructions,0,9635,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2138,survey-multi-choice,1,11777,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1130},{"page_index":1,"viewing_time":1608}]",2739,instructions,2,14517,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2487,survey-multi-choice,3,17006,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2307,survey-multi-choice,4,19316,0.0-4.0-0.0,"{"Q0":"Very good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2033,survey-multi-choice,5,21353,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2817,survey-text,6,24173,0.0-6.0-0.0,"{"Q0":"marketing"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3508,survey-multi-choice,7,27686,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1563,survey-multi-choice,8,29253,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3951,survey-multi-choice,9,33208,0.0-11.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2278,survey-multi-choice,10,35491,0.0-12.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2231,survey-text,11,37724,0.0-13.0,"{"Q0":"male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1926,survey-multi-choice,12,39654,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":17840},{"page_index":1,"viewing_time":25263},{"page_index":2,"viewing_time":5575},{"page_index":3,"viewing_time":3978}]",52657,instructions,0,52659,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,15799,survey-multi-choice,1,68467,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":13580},{"page_index":1,"viewing_time":6390}]",19971,instructions,2,88438,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,11499,survey-multi-choice,3,99941,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7147,survey-multi-choice,4,107092,0.0-4.0-0.0,"{"Q0":"Rather good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,14134,survey-multi-choice,5,121229,0.0-5.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,17474,survey-text,6,138706,0.0-6.0-0.0,"{"Q0":"mechanical engineering"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8203,survey-multi-choice,7,146918,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3662,survey-multi-choice,8,150582,0.0-10.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5742,survey-multi-choice,9,156329,0.0-11.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,11663,survey-multi-choice,10,167996,0.0-12.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6343,survey-text,11,174340,0.0-13.0,"{"Q0":"male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4722,survey-multi-choice,12,179067,0.0-14.0,"{"Q0":"46 - 60 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3237},{"page_index":1,"viewing_time":1376},{"page_index":2,"viewing_time":925},{"page_index":3,"viewing_time":920}]",6459,instructions,0,6459,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3105,survey-multi-choice,1,9565,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":5368},{"page_index":1,"viewing_time":1130}]",6500,instructions,2,16065,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4062,survey-multi-choice,3,20127,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3694,survey-multi-choice,4,23821,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7872,survey-text,5,31693,0.0-6.0-0.0,"{"Q0":"computer science. "}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3780,survey-multi-choice,6,35474,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2602,survey-multi-choice,7,38077,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5753,survey-multi-choice,8,43831,0.0-11.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5793,survey-multi-choice,9,49625,0.0-12.0,"{"Q0":"Lower middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4569,survey-text,10,54194,0.0-13.0,"{"Q0":"male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1979,survey-multi-choice,11,56174,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2739},{"page_index":1,"viewing_time":1697},{"page_index":2,"viewing_time":1540},{"page_index":3,"viewing_time":1230}]",7207,instructions,0,7208,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3490,survey-multi-choice,1,10702,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1457},{"page_index":1,"viewing_time":1560}]",3017,instructions,2,13719,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3998,survey-multi-choice,3,17720,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2257,survey-multi-choice,4,19980,0.0-4.0-0.0,"{"Q0":"Rather good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1958,survey-multi-choice,5,21940,0.0-5.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6618,survey-text,6,28560,0.0-6.0-0.0,"{"Q0":"solve sudoko"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2278,survey-multi-choice,7,30840,0.0-9.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1733,survey-multi-choice,8,32575,0.0-10.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2683,survey-multi-choice,9,35260,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2379,survey-multi-choice,10,37640,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2709,survey-text,11,40350,0.0-13.0,"{"Q0":"male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2113,survey-multi-choice,12,42464,0.0-14.0,"{"Q0":""}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":22495},{"page_index":1,"viewing_time":4863},{"page_index":2,"viewing_time":1928},{"page_index":3,"viewing_time":2192}]",31482,instructions,0,31498,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4790,survey-multi-choice,1,36311,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2374},{"page_index":1,"viewing_time":3632}]",6007,instructions,2,42318,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5818,survey-multi-choice,3,48142,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,13010,survey-multi-choice,4,61159,0.0-4.0-0.0,"{"Q0":"Rather good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6010,survey-multi-choice,5,67175,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8062,survey-text,6,75239,0.0-6.0-0.0,"{"Q0":"PHYSICS"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5914,survey-multi-choice,7,81158,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3716,survey-multi-choice,8,84879,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4511,survey-multi-choice,9,89400,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4621,survey-multi-choice,10,94031,0.0-12.0,"{"Q0":"Upper middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5023,survey-text,11,99056,0.0-13.0,"{"Q0":"FEMALE"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2650,survey-multi-choice,12,101719,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":17840},{"page_index":1,"viewing_time":11912},{"page_index":2,"viewing_time":2343},{"page_index":3,"viewing_time":2073}]",34168,instructions,0,34169,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,10883,survey-multi-choice,1,45054,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":17273},{"page_index":1,"viewing_time":7264}]",24537,instructions,2,69592,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4905,survey-multi-choice,3,74498,0.0-3.0,"{"Q0":"Yes, I solve Sudoku occasionally"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4253,survey-multi-choice,4,78753,0.0-4.0-0.0,"{"Q0":"Rather bad"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2846,survey-multi-choice,5,81602,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7942,survey-text,6,89544,0.0-6.0-0.0,"{"Q0":"Business"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5095,survey-multi-choice,7,94641,0.0-9.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2343,survey-multi-choice,8,96986,0.0-10.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8751,survey-multi-choice,9,105737,0.0-11.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5903,survey-multi-choice,10,111641,0.0-12.0,"{"Q0":"Lower middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5142,survey-text,11,116784,0.0-13.0,"{"Q0":"Female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2040,survey-multi-choice,12,118825,0.0-14.0,"{"Q0":"36 - 45 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2722},{"page_index":1,"viewing_time":1256},{"page_index":2,"viewing_time":4641},{"page_index":3,"viewing_time":1696}]",10316,instructions,0,10316,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3151,survey-multi-choice,1,13469,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":6822},{"page_index":1,"viewing_time":1145}]",7967,instructions,2,21437,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2623,survey-multi-choice,3,24062,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1774,survey-multi-choice,4,25837,0.0-5.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1543,survey-multi-choice,5,27381,0.0-7.0-0.0,"{"Q0":"No, I am not a student"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1622,survey-multi-choice,6,29005,0.0-9.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2631,survey-multi-choice,7,31639,0.0-10.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1598,survey-multi-choice,8,33238,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1719,survey-multi-choice,9,34959,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3535,survey-text,10,38495,0.0-13.0,"{"Q0":"Male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2454,survey-multi-choice,11,40952,0.0-14.0,"{"Q0":"36 - 45 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":8021},{"page_index":1,"viewing_time":1727},{"page_index":2,"viewing_time":1496},{"page_index":3,"viewing_time":1496}]",12740,instructions,0,12740,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3821,survey-multi-choice,1,16598,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1545},{"page_index":1,"viewing_time":1292}]",2850,instructions,2,19448,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7444,survey-multi-choice,3,26901,0.0-3.0,"{"Q0":"No, I have never solved Sudoku puzzles before"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4356,survey-multi-choice,4,31264,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5038,survey-text,5,36304,0.0-6.0-0.0,"{"Q0":"good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,19117,survey-multi-choice,6,55423,0.0-9.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2221,survey-multi-choice,7,57645,0.0-10.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12286,survey-multi-choice,8,69935,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3213,survey-multi-choice,9,73149,0.0-12.0,"{"Q0":"Skilled working class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6850,survey-text,10,79999,0.0-13.0,"{"Q0":"yes"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7744,survey-multi-choice,11,87751,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":9485},{"page_index":1,"viewing_time":28128},{"page_index":2,"viewing_time":1632},{"page_index":3,"viewing_time":1168}]",40413,instructions,0,40414,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6302,survey-multi-choice,1,46720,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":2086},{"page_index":1,"viewing_time":2232}]",4318,instructions,2,51038,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,15085,survey-multi-choice,3,66126,0.0-3.0,"{"Q0":"Yes, I solve Sudoku regularly"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6550,survey-multi-choice,4,72678,0.0-4.0-0.0,"{"Q0":"Rather good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5309,survey-multi-choice,5,77990,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,19927,survey-text,6,97918,0.0-6.0-0.0,"{"Q0":"Computer Science"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8246,survey-multi-choice,7,106166,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,16297,survey-multi-choice,8,122464,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5420,survey-multi-choice,9,127887,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4229,survey-multi-choice,10,132119,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12951,survey-text,11,145071,0.0-13.0,"{"Q0":"Male"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2935,survey-multi-choice,12,148007,0.0-14.0,"{"Q0":"36 - 45 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":9472},{"page_index":1,"viewing_time":2921},{"page_index":2,"viewing_time":2040},{"page_index":3,"viewing_time":1640}]",16074,instructions,0,16076,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3057,survey-multi-choice,1,19136,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1599},{"page_index":1,"viewing_time":4821}]",6420,instructions,2,25556,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3979,survey-multi-choice,3,29537,0.0-3.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2140,survey-multi-choice,4,31679,0.0-5.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1558,survey-multi-choice,5,33239,0.0-7.0-0.0,"{"Q0":"No, I am not a student"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4200,survey-multi-choice,6,37441,0.0-9.0,"{"Q0":"High school (four years or more)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3178,survey-multi-choice,7,40620,0.0-10.0,"{"Q0":"Graduate degree (e.g., MA, MSc)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2599,survey-multi-choice,8,43221,0.0-11.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2258,survey-multi-choice,9,45481,0.0-12.0,"{"Q0":"Middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3840,survey-text,10,49323,0.0-13.0,"{"Q0":"Female"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2117,survey-multi-choice,11,51443,0.0-14.0,"{"Q0":"26 - 35 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":3200},{"page_index":1,"viewing_time":3345},{"page_index":2,"viewing_time":2128},{"page_index":3,"viewing_time":1120}]",9794,instructions,0,9796,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3923,survey-multi-choice,1,13723,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":951},{"page_index":1,"viewing_time":1319}]",2271,instructions,2,15995,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2582,survey-multi-choice,3,18579,0.0-3.0,"{"Q0":"Yes, I solve Sudoku regularly"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3452,survey-multi-choice,4,22035,0.0-4.0-0.0,"{"Q0":"Very good"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2630,survey-multi-choice,5,24667,0.0-5.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,7599,survey-text,6,32268,0.0-6.0-0.0,"{"Q0":"COMPUTER SCIENCE"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1508,survey-multi-choice,7,33780,0.0-9.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1989,survey-multi-choice,8,35771,0.0-10.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2214,survey-multi-choice,9,37987,0.0-11.0,"{"Q0":"Upper middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,1943,survey-multi-choice,10,39932,0.0-12.0,"{"Q0":"Upper middle class"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3534,survey-text,11,43467,0.0-13.0,"{"Q0":"MALE"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2302,survey-multi-choice,12,45771,0.0-14.0,"{"Q0":"18 - 25 years of age"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,call-function,13,43979,0.0-15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":4617},{"page_index":1,"viewing_time":6037},{"page_index":2,"viewing_time":6188},{"page_index":3,"viewing_time":1588},{"page_index":4,"viewing_time":1900},{"page_index":5,"viewing_time":784},{"page_index":6,"viewing_time":2044}]",23158,instructions,14,67137,0.0-16.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,3512,html-keyboard-response,15,70651,0.0-16.0-1.0,NULL,"Are you ready to solve a practice Sudoku? <br><br> Yes, I am ready! (Press C) <br><br> Not yet, I would like to read the rules once again, please! (Press R)",67,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,16,101166,0.0-17.0,NULL,NULL,NULL,30511,boards2x3,d,0,1,1
"[{"page_index":0,"viewing_time":2731}]",2731,instructions,17,103897,0.0-18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,sudoku_trial,18,154154,0.0-19.0,NULL,NULL,NULL,50256,boards2x3,a,3,1,1
NULL,NULL,sudoku_trial,19,208729,0.0-20.0,NULL,NULL,NULL,54573,boards2x3,c,3,1,1
NULL,NULL,sudoku_trial,20,263974,0.0-21.0,NULL,NULL,NULL,55244,boards2x3,b,0,1,1
NULL,NULL,sudoku_trial,21,300918,0.0-22.0,NULL,NULL,NULL,36943,boards2x3,b,4,1,1
NULL,NULL,sudoku_trial,22,341228,0.0-23.0,NULL,NULL,NULL,40309,boards2x3,c,1,1,1
NULL,NULL,sudoku_trial,23,389147,0.0-24.0,NULL,NULL,NULL,47918,boards2x3,b,2,1,1
"[{"page_index":0,"viewing_time":1507},{"page_index":1,"viewing_time":1295}]",2802,instructions,24,391949,0.0-25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"[{"page_index":0,"viewing_time":11521}]",11521,instructions,25,403470,0.0-26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":8328},{"page_index":1,"viewing_time":22478},{"page_index":2,"viewing_time":3933},{"page_index":3,"viewing_time":1446}]",36186,instructions,0,36187,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5966,survey-multi-choice,1,42157,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":5996},{"page_index":1,"viewing_time":2146}]",8142,instructions,2,50300,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
