view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,responses,stimulus,key_press,success_time,board_size,board_set,board_no,success
"[{"page_index":0,"viewing_time":4155},{"page_index":1,"viewing_time":1833},{"page_index":2,"viewing_time":804},{"page_index":3,"viewing_time":1190}]",7983,instructions,0,7987,0.0-0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3621,survey-multi-choice,1,11613,0.0-1.0,"{"Q0":"I agree to participate in this research study"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":887},{"page_index":1,"viewing_time":1187},{"page_index":2,"viewing_time":822}]",2897,instructions,2,14511,0.0-2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,27396,survey-likert,3,41909,0.0-3.0,"{"Q0":2,"Q1":2,"Q2":1}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,29946,survey-likert,4,71857,0.0-4.0,"{"Q0":1,"Q1":2,"Q2":3}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,16156,survey-likert,5,88015,0.0-5.0,"{"Q0":3,"Q1":3,"Q2":3}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,16241,survey-likert,6,104257,0.0-6.0,"{"Q0":3,"Q1":0,"Q2":2}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,17093,survey-likert,7,121352,0.0-7.0,"{"Q0":0,"Q1":3,"Q2":1}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,65426,survey-likert,8,186780,0.0-8.0,"{"Q0":3,"Q1":2,"Q2":0}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":1458}]",1458,instructions,9,188238,0.0-9.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"[{"page_index":0,"viewing_time":929}]",930,instructions,10,189168,0.0-10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12266,survey-likert,11,201435,0.0-11.0,"{"Q0":4,"Q1":4,"Q2":4}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,12015,survey-likert,12,213450,0.0-12.0,"{"Q0":4,"Q1":4,"Q2":4}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,6290,survey-multi-choice,13,219743,0.0-13.0,"{"Q0":"Yes, I solved Sudoku once or twice"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,5007,survey-multi-choice,14,224753,0.0-15.0,"{"Q0":"Undergraduate degree (e.g., BA)"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,8768,survey-text,15,233522,0.0-16.0-0.0,"{"Q0":"Mathematics"}",NULL,NULL,NULL,NULL,NULL,NULL,NULL
